ID,Is_Lead
3NSQEYBJ,0.4885905706943914
SXVBASGH,0.06611716458181777
5ZIGZYSS,0.0808845402932734
FQSHBCUT,0.37876527053551157
MU45XUBP,0.06546008221222505
BVULDPBI,0.07485090580297857
82GRNPFG,0.8542232829041568
KKBNELBF,0.057381933922080755
HXQGBDGY,0.07536405014552708
28HDZICG,0.6184380194529817
GHBPKPJC,0.06526907106248492
FDWZFSSC,0.8705722822006876
FWTIWZF3,0.07944257212762587
JYMHVPMY,0.03233852018228343
AHUDO2T6,0.8635846625408266
ACDHABS3,0.3407228839678688
5NTYJJDV,0.0900733654634936
2M4VPY4V,0.1145917278950179
KAHP9XLF,0.11589717245997294
YRLEWZFQ,0.14627306435190734
JZWVLXHJ,0.22058988907016955
JZZSXUKT,0.36019203307721664
93RURE2J,0.8778796754339281
4RNB6FDV,0.29964264139371855
27E7HMMG,0.10389430839071058
2QEFQQWN,0.08392867460233552
DDTCD2XI,0.14292657855085122
VGVEYSEG,0.8428054166356632
WCXVE7RK,0.06608553156778377
RTN4R3UE,0.06891733455427665
K2PVS4RB,0.06663622137197087
Q36J686Z,0.11924818733070675
NWKHMEOF,0.17314620851900916
PVJYQQGT,0.3603930856430193
GPUMRNWC,0.07060283816843527
LXHCDSVH,0.22238866960295767
BNIUPSVK,0.12112653166763318
FW3QI3WW,0.107178573319404
IEEUGXMY,0.8337341306953002
FVVXDLBO,0.08460729645518753
UC2JJB6Y,0.12077174580092206
3WPAHP52,0.5656088397993096
HDTCJJOE,0.5581670540698419
UCSB9GKK,0.0907043492435022
HANBFYTH,0.13849902728198796
FLUU2HNV,0.0695012572035966
64PIYWDJ,0.24668531064373972
9AHNH8ZX,0.8850981626270182
KLHUI2SE,0.07519565651481419
YRHYUJFW,0.8506050488105621
G5RWWH7F,0.224847242675019
SCBT9BAX,0.02209180212178207
UGZGLVNB,0.28723487784454443
2RRNUFBV,0.8632211582896424
B6O59TEY,0.4689863009020434
CYHRRYH6,0.060995423539253496
GGYZVHWU,0.09831862547956918
K6AM97RN,0.09978412866988867
ATM5JQYM,0.09847160809728997
7GYZSGWA,0.06174956185491447
DFWUDQCR,0.20589965358222778
E2Z98CR3,0.8745690579585725
GD9KTSLY,0.07017847416776922
2AMRA4OD,0.13818759456427632
CFHZ3ZE6,0.4871123539431116
BOMLVM5K,0.07820032291620611
OBBEGBSY,0.4771199347921554
FJEHOK8W,0.046526688454485966
3GMAEVPJ,0.1728966956507747
WAVDLUTH,0.08361662325857316
6EN8GZX6,0.11153236641821712
VXGA3GKB,0.19466560901924798
U4MZ3U8C,0.5848744733023854
GU4RDP8S,0.8692322987746487
N3TPNHCD,0.1283083969420069
JRRHWQC8,0.6542148042046219
NZ5GBHZK,0.05054801579787031
LCUC2LAJ,0.8780781934966604
DJDSU9D2,0.9531008667263133
647K6DBR,0.10000184172105706
7NFXVESK,0.09215583390510133
EWUWF25N,0.07897019690065166
7QKYPLA8,0.07598413689491915
XQVXWBNO,0.07450736778983652
CNWH4MVA,0.06704849065380546
AFJUJFQD,0.12670327233911635
QKMFDX9H,0.23949640667798594
YYMB5QBY,0.10727997094383834
IRY3SEX7,0.2947658837146473
CUAUZJH8,0.23946830872647018
JYFUYQF5,0.33079843775856044
I4NYEDFE,0.5793686444354623
M3RSPRGQ,0.17054186685718647
JIL3KWQN,0.1513237329595391
X4B5ZBWU,0.15845556681367304
AHYTHHSE,0.07489859386402226
E7EHQEQK,0.4328755577831907
FAMHAVN3,0.8638248453188937
CCGKCTR6,0.07543862160510842
6DTSELRV,0.07619899027513097
LU8X3G6O,0.3193502310669989
NPFDAUJY,0.06866435702246741
DR9PXCFU,0.03955798184910614
SHVZMWBV,0.08220488858593664
8TGXGZHX,0.24552991726459733
IKRSHJFW,0.2268797523533127
TYKRZDCP,0.4966939860109014
9IDA3L7P,0.1333340675920265
ASOWCMDB,0.07105431916368295
KZ5J2JGC,0.8614278659714149
D5UCFKTV,0.06803141758488074
2N8FFP7W,0.061354187680974594
SA36MTFS,0.042511013510913825
8UDMURUH,0.161314064386723
7VSQV6QN,0.17074132022091612
IFUG9NC5,0.06990946209507612
EQXDLQRG,0.2530649783560324
JAR8YY9J,0.11112974039512925
BS4TAF6M,0.07787986539662985
WQJ9SPT9,0.8588705817262147
7QHT4ON2,0.07108976105328377
FNGPQN7B,0.15557532383197323
DDOMDZRU,0.6262055909413957
QYR9HXHP,0.3382331818840143
S4NGXFXY,0.023417826248089225
NOJ2KSCC,0.8119587408810112
ZD2JRUNB,0.49940049453105817
GZIPTSNN,0.07878282069059359
LCFYUVE9,0.8775277548064857
PPANVU9W,0.06820214541682552
DRPV9STB,0.09597326084705807
AFSPF3WZ,0.9893614315229826
GPXEUNND,0.8553539174923953
NSADMDSM,0.09211082907678375
CKWJU8RQ,0.5643985892576621
F7MNZSSU,0.0771036199889007
BDGVMPZY,0.6199724575985885
IA3MSRTR,0.1292317076592264
JD3WTPMG,0.35863674897221176
QT6DF6EW,0.8560701072930321
NVDEMCZ2,0.07480965902835127
9B6UTJVT,0.10047965832070566
U6QYES9J,0.028444921705747493
DZQPDSPS,0.16590169116996664
CRGXVSBF,0.8768820152339156
XIHJYS2V,0.6700295624170465
7X2MC5GZ,0.8558889420160141
ZBDVXTM5,0.08162086686292852
UUBQPBR5,0.09601843475200834
CUMZFBTD,0.11328249512313779
E7QXYSQN,0.029626430653303143
6UQAJP48,0.10435451129674786
QHWB768Y,0.07468594063679321
R6RXMXOJ,0.23437937119647034
WXQGZG5K,0.04178938969569575
GCUFKLHG,0.08617119405325968
SJX4372M,0.07129647546560033
VGEAMUZZ,0.11812875680550743
ZWDXVKDF,0.8418279789348776
WGMRCYLR,0.059968760101825586
SI43K5CY,0.1409737727777476
DSNBS2RS,0.20026720977938806
XIMZCKSR,0.3973175018958254
VEW9FXHT,0.02297558841289994
JZJHDDDJ,0.47185412218281386
4TYUR5HA,0.47818979770462494
UHCDFDRX,0.19375614047107653
E5QMOFUM,0.13691177539856383
PSNVWDZH,0.08161278171737282
5IQSWONG,0.0761806712296354
CEAZEPY4,0.9929657951340631
2TNRJXRX,0.03219724956895954
BFROCARA,0.06744493084408283
GRTJMRKM,0.02146715031833232
6EDAM4EU,0.11030798557719468
NRDB58KL,0.08246451562325657
TCPJCWZR,0.060767646728928815
KG8LD2BE,0.037418966958868094
FHZ3XFDV,0.13870669541898625
NZKCSDZ4,0.24537046537524196
6DG6KJG4,0.0748182378021126
BVPKDUNU,0.259068509680434
APR4PQ6X,0.061966758978301686
HPWS8YFG,0.16253656824339346
VRPBGTPU,0.07242115616140518
XBCSX7G7,0.06490367300080095
KEH3G8UA,0.2207497386938793
WXNAVFLT,0.06818946023436753
8J8NJ7M6,0.14041179259226474
D4UW7Y85,0.08143197090785428
SZRESXN7,0.08923209291423558
UUQSXK5T,0.07185201519058075
GPMUKOVY,0.31212022329381733
6FYOKAZ5,0.1535592684068981
ENUB4N9S,0.2715780000925755
KERBCSGE,0.994149779854111
7HTA4C6J,0.8732128453203254
4BTVMT6W,0.07572231844554748
MR3J9USD,0.3129549595447333
7S83FNQW,0.6135199070109136
MSOKLC7S,0.02732598262538989
GFMNATHU,0.05146255816036936
NG4ABA6H,0.971951890548158
3GFHRAQY,0.3367881507228954
BCSGZZPE,0.18613185893502415
PQ9MCGZC,0.11135239054784715
K7N596CG,0.08056339096025733
8RUL6JEE,0.08358669272095298
CVOFJRMP,0.09155342983114934
B4FQX4HG,0.07719753749141647
W7HAQKDV,0.09025871568148777
8C5PKJ7G,0.07543410897598699
E4GQJZSQ,0.05037099449335788
UENREGNV,0.8421209865802555
CC4LYHEW,0.876750274489609
GDKGLTBT,0.0634928325096611
G3ER8CGX,0.0836921829504707
ZG4KT59X,0.03819775936158244
LW93KJMZ,0.512028260508189
9AR5FBSQ,0.5148672930765659
FHLWDMRV,0.15286408165745907
EON5DCWD,0.9886846052395863
J8UXTMYV,0.2807515009299366
IXBW5HZH,0.06353187742491073
LDHQB458,0.055936930458348064
GNHTIKF3,0.049705527700113716
8NO22KTE,0.033744677039904865
SGJFSSJK,0.20737269979103867
TD8D3NDD,0.08941022851688565
8RQ27JGU,0.8666520372660228
A8GKBMBO,0.823556628552912
ODVMNUDE,0.5554143119920718
EA5CRL7L,0.06059359973095633
6UI7RPCH,0.31803477030461097
7BJYM94L,0.060103347379634076
X3PZJF7F,0.4763264818812641
YCSSMPV7,0.5711317564810157
4EV9VXL8,0.5526272972946591
IPNJFQTY,0.27468522489849323
XPWNJRJC,0.04016819106842501
3WHNSBRB,0.25332131540635405
U245YKM8,0.06639718202155288
68EFFKBB,0.8539090460721168
NEUII7AB,0.9853841306268746
F7CSLYWT,0.07652662436389204
5EOMOZHG,0.17576891236732153
6CYUTUFN,0.41437470647306357
K7YUC8LF,0.30799540780779033
LSMCXMXA,0.061068814093430776
AALPBPBP,0.05975531952636842
ZPX6VOH2,0.09720410607200286
CDBFWQGM,0.1597398960461714
JUQ76NJV,0.8269248741367243
QHE7UULR,0.0670872975392055
JRMNMZJA,0.06409886680736583
GZ4EZZFX,0.15774072658574456
9L9JFIAR,0.6143899134619095
GTOE4RN4,0.1513962661645829
CUYE7ST4,0.3684879848494752
FFM6DHEA,0.8834080093652493
5XUK7XLZ,0.5443514905021998
4HTGJEEZ,0.07343211193553253
RWYBAMRG,0.16996649858601037
RQZGBGGN,0.8739351065512375
ITVSUTU9,0.32793944117422635
6UMDX7NQ,0.5278379624170464
4IVKAFYY,0.5686589547620843
ZKYOSQEU,0.5923179854848696
9JYXIDL4,0.9930761418341558
XNURWQBT,0.0664204870565827
HVNIJFQC,0.054252413292623654
CGGVBJKZ,0.9903080647410091
JO9DV3NY,0.9051056504966597
EYENUQR9,0.4187118893477895
FPU4ZI8H,0.06538986964012095
2MALVTY4,0.12496074008836067
QN4REV7D,0.07606861587731263
27F5ZEQA,0.09333313501702153
MKJUE4K2,0.13376364660702578
4ECWF4DN,0.07118430521001655
KWBJAQMY,0.059084254058084644
3YAW8OEY,0.15571969495442645
ZHHFH7H9,0.9113072505003669
BO2822VM,0.1395702381012597
NQZUPVUA,0.04712624707109365
MUT2PZ7T,0.4003381864347276
2MFKPCPS,0.8719539717526733
4RLVOVMJ,0.6715078137747471
JISGN7XF,0.06515903702452999
NNOFHDAC,0.07104088636176785
ODE23CPW,0.0264812317182878
ZNTYNFME,0.2717717957865351
NQM48VKU,0.1620131596364543
DGVBCYY7,0.04192550692558404
9F38NUKC,0.24162181516082193
3Z7KCIZS,0.051994718636614506
ERAX3STD,0.0785595345128143
N9TCDYYG,0.05564951048896824
R4UMWUZK,0.10586472408850386
CPERTJBJ,0.14314896072740832
4XK5BMA9,0.054599511517051516
2PKDM5B2,0.06335310221702382
SW5GTHZN,0.42619565956237243
ATJAEQCJ,0.10914981027188762
NHNXBSFY,0.17325352040821157
NRGYTYZJ,0.04882619161950608
UZNABWAT,0.07802343636836168
CVP3VZN5,0.08567765486565393
JEAYZXKC,0.06772547662989968
87LFEVTZ,0.36863522900487633
N7ZEJ2CQ,0.06893776287882726
AQT3ADAP,0.06400715109619808
WC8ROKF8,0.07355134049351465
D9HWEXEV,0.12215585427017234
MMHWGZCN,0.0831986492817661
YKCAQFHU,0.2911809170840056
NDPFBA9X,0.48402577934844815
3T6C7AEA,0.27793281229361255
GZWB38J9,0.06842937109303836
OFTXYNYQ,0.06841188350545968
QYZQIXBJ,0.5089497759266126
N7PJT5HO,0.07682115442850768
JP2PNX9X,0.3321653582391383
N3FUZDIH,0.07211381020491547
UXKAVBLS,0.02566545188476631
G24JWDKS,0.058638619373032594
HQOKKQVX,0.19872314995251272
HTXFVZZG,0.08071163014683669
3TJKVA4J,0.05684240268016644
CRGS7FPX,0.05420449149177611
BTRJTMR3,0.1292225261553354
ERLPQML7,0.028195235937399525
9FDFXYAW,0.5333004945635895
MEEKFDZZ,0.07358075476897044
ZGY8ETLW,0.2637430958951255
AXVUJHT9,0.053162984681336456
35ILRW7D,0.5302815462129215
DR2U5JQX,0.09624519634211193
WHZ7CEY6,0.3550265305766502
UCPMS2KF,0.07764942299105339
HB6MJHDN,0.2933447155775085
7NWFPJ2X,0.15486105241368836
4QXD6K4K,0.24221069516192317
D6H3RTAZ,0.14247323729856065
L67WSXUY,0.14320368512274587
IXHVY78L,0.101337352085388
H6KE88O6,0.36066211518370295
EAPKN7G8,0.9948295181098352
GQXJSFJE,0.23191310480817198
BVHSRABV,0.08368316270956694
DUY76GFX,0.19320347577838265
O7H9KPSD,0.4692701953870071
6EDBA5AN,0.11803730151389714
V24CAXFM,0.08850288285886038
SERPSAWP,0.04236003674971807
H47QYY5K,0.09244890753155052
5TYQNFPE,0.41953700248375025
HGDB7KMR,0.5963026799914013
DWH8Q2S3,0.26223579899070093
USNBQZAK,0.07375482946624326
I89VR4AB,0.09258597933902823
ATZVVXWJ,0.5800655979582751
HOKP6ZTS,0.09325520325084385
ZDKT2SSW,0.06752665210986883
DK5HJYQE,0.0563245017903931
ABKW7FGW,0.08809888958198214
BCSW3W7T,0.0720178321893942
6T4VNEWD,0.6368641625327954
XBALBNYB,0.40522994251667527
NWMJR3W5,0.06872096727801696
Q5BJ4ULE,0.07395169558903555
DOFSPEWD,0.8239162409308342
ANX8FUBJ,0.07728455324030865
KPR67SVO,0.03748246238031543
44EV7IJE,0.06311278198113464
VZEK4IOK,0.5424584258580557
CZMKWRQN,0.07171919302760632
VGQUQLXT,0.20151659674960792
MS6GASNJ,0.04657178542649479
4ENG9TKV,0.8414840168902644
UHRRWLGR,0.09151569452173991
APFSHZYP,0.0746252819133054
M7MURWXC,0.5366548744723973
3EOATQBT,0.05062791763686069
MDZG7EZX,0.07716882476695366
QZ6LSSTB,0.07690146752704113
Y7EEZYYS,0.9026018554745993
RYKLU6HL,0.08064082562363775
CWQ8OAQ8,0.0629198655598322
WSFUNE28,0.8573201139814015
9PFQKPRB,0.08342270894306598
MCLXWKBC,0.06474733913102684
NWDXDZEN,0.39014917472406363
EBLDBRDR,0.2272726728028157
CJRW5JYT,0.2530563516180922
CMMKRNUZ,0.2479364848487836
EATPTPY3,0.05446363057063147
J5AGUF6Q,0.08367174711401679
8WYO2BBG,0.39656472754483574
9EPXIMZB,0.0554552560847231
UZERUG9W,0.09381260623056523
QEQ79QUC,0.09770467688242632
ZNHVE7QZ,0.15046384744065683
PU3J43GY,0.8631221583758426
HWDBXAUK,0.07321456739789377
W74BHIAD,0.10291317757871206
MGLDAPOA,0.07156122475669247
BYFCPDX5,0.1340568853638887
S2QDUDEJ,0.9869264306384781
HBYRWBWL,0.025667021087783175
8CIAWHWZ,0.8967456424555998
ZFYFFXT5,0.17098778572002094
UGIADHRB,0.2792463867783037
JDDGRBSU,0.28762721424818516
NBS2LTYW,0.3990681634525717
DBKM3FRW,0.1585934146503212
GLBHRXKB,0.04046823853377393
9WDPTNCN,0.029677685680171238
NVVVFQ9U,0.8581205036056747
6AT635HW,0.13990166231966403
HPHDI6NN,0.057185841049503514
CPNAGJ95,0.06472192695352152
FY6AFNCK,0.9856716179263628
KWQAVZOE,0.9013410822059771
HGBDE3LM,0.5211193971431592
SYKEB6EV,0.06482057145224987
9BROJWWS,0.4542103653395101
CG8DGVAV,0.3102649311392126
H7MT8CNK,0.08085656021790857
GJVVWNKN,0.8779955176715094
FXWTMJDG,0.12136384608331427
OSNGFACM,0.07475078459254612
PBFT55CF,0.9833645174692995
4P8GFHSL,0.06443638164701887
9ZZ4F4XF,0.4550872227768661
CN4YERMU,0.8510852505794839
8TUDLTWK,0.1978856566820132
USFZPY7Z,0.02465633200305635
VBJXREA8,0.049178653971684694
9LBNXHQ2,0.20067057127091437
PY6HCDWF,0.06978528437243553
9VJMJR6X,0.08857913656838118
4GAEJIQO,0.05806933777522136
F34SD6YQ,0.07926553621758678
HZ3BZVH6,0.19630082876268318
9WVBAWEY,0.2620555675539634
BPNYRSEH,0.08583712744405586
7OGHEHO3,0.19455768741251944
LRJZMHFT,0.07291630127321103
PCHQW72T,0.5221120790411844
BFJQGRFT,0.435723465866486
UVJ6UYBF,0.10722775299480819
LRVO7MCH,0.27861430808482696
EAOF4EYO,0.8413881008198992
5HPCBEQQ,0.9158007150383108
8FJBKABE,0.08526284740205464
27J5UDAU,0.06692058438905504
4MAT9RSM,0.9017977314069653
SBDGZSY9,0.8875458195611483
HPYN9M2Z,0.08206707977781802
G7D2BESM,0.8597668518574136
TWN7YQPN,0.07031131774540535
BJRGMNFZ,0.1946740435123353
9HFPJV3S,0.1061475294125539
6WKJAUAG,0.06255856491866896
BZUANVCU,0.22698998291402278
NYWLDSFZ,0.8884392938006536
LTW8JGAZ,0.07381529653033864
IMDQJUTW,0.0892709015379751
AVHZRCH8,0.3197488348262525
LTSDWAVT,0.07240270938123611
9WVKLADB,0.5275243873532516
GXDSQJS2,0.06003662446677027
4IHXKUNA,0.43897246031276993
BTYDUQPC,0.07519707952509394
BKCNFM72,0.1868753236050288
UMVSSZ9N,0.07791634804953297
N2STVKOI,0.07387823809119655
ZZJQB3EY,0.4973713921506425
FZJK9GH7,0.11032731568255691
NTIWWNVB,0.053237501131988274
NBCRWUBE,0.22233097930092927
UBPYOBYG,0.11635431224702622
K8RKMGVW,0.661539984125453
HFTH3NC2,0.054291588261876744
759LCPDE,0.21430464999485732
DYKME2AY,0.8648310173989252
VZHURNZD,0.021539668273855325
EAJJBYHU,0.39242525185483745
T97TKZNT,0.5628345738523663
IXOEQ2YD,0.964141100853873
BWKXTBCF,0.08035849258244077
DNKPRVB3,0.31376511533131435
JQCF2PXG,0.07033421452647973
GIABLCP4,0.06776113776504124
FDIC7S35,0.6316638605931583
5RTNFJEV,0.035855059795881765
OBZ4CU77,0.09424679571612238
XMVX6WEB,0.1827665542347771
MHARJGPA,0.09480769263529279
2QI5GPDU,0.5468603223147237
AE2NBAJ3,0.02468187883935182
MDLANJZG,0.02515780836727686
7TAP99MA,0.2709933928338319
A6AMKR2Z,0.2835592517290522
DX69CFXV,0.09876463494317106
HKCKEKV4,0.2862273770120336
CBNWXPJJ,0.38404850642331806
Z3SJXFCA,0.1126815283224599
RHTCABWR,0.9176750397190344
ILGMVREG,0.23744390000030957
BZK32SSP,0.07322491015650118
25RR4UGE,0.08469028408056199
9ZQFVNWY,0.15117283391995395
FFSTFCAA,0.09801561061755082
MBEDAX9Z,0.10831253616097689
IYERPTUY,0.14503889495618377
SBNMNBJE,0.024824886249163736
CPWDDHBP,0.4533065594676982
EN5EXSVB,0.042878810456275895
EFT7687S,0.07574140067033897
DUPIVFIW,0.07028206942631984
HTVBHNFH,0.06560563962198374
GFTV6AXH,0.07631974242030218
NTNK2ZYN,0.07708747149226859
NZ2MDLPM,0.22786946187564155
UU4ECFQ5,0.9031251604206723
FFWGNGVJ,0.0572938841545196
JDQIBLRI,0.06926013252638469
ZAWUVVWA,0.06037117863192004
FC24V4XD,0.2531291959412211
EKTZZYA2,0.1071912233099884
RVRMHDD8,0.06671630382134328
3RASGR5Y,0.22188735385082897
QRBESHHG,0.07286469861723747
MXYLFHSV,0.09525324104784463
TY85POPR,0.1007205892812836
BHXO9INE,0.05941669691993072
S2RKLYZH,0.5106134964161434
98GUQS9R,0.5102002380154015
6VD8FK4Y,0.07404174216677953
FMUHBZHQ,0.07905544647993112
IHQY3US8,0.8226385467935506
VDSNW6DR,0.09339813951104137
JF8E8TCY,0.2416347376211668
EKVBDN5B,0.17580856616782253
LJOYHFHT,0.0882409138369099
8WBDXKKG,0.5060041209524214
LNAASJ6O,0.0682950856833344
HGTW39J8,0.13103420400775045
AMYH3YSJ,0.15619837724642624
QZRPEWE6,0.08243021615961593
9RBSJHBJ,0.30175680569556096
EFZ3ADG9,0.07237330725548147
CMQX6K9J,0.22185271686035274
DBVXEJCR,0.08043725224130666
PLYKWBFR,0.06851583259323296
7QNURUDE,0.07050465243169021
M8TD2YPV,0.3038155317621754
JVJZVKUJ,0.8484695737681575
XVUVCSM8,0.5659961445971646
C9CMNJEH,0.22901194509648853
IQLV6HTY,0.09697361198835319
ELG7YZUM,0.06658583376970202
PU9KWVOH,0.5952032870297657
HAYJGRRV,0.08048413957703826
KBKUHSLA,0.10047173885807524
USL6KBDY,0.06923458183084909
ZGLCSKTI,0.08319433846794169
9JQWNRGA,0.1393420223881887
EBVUVT88,0.07907414895436227
9ZU5GNSK,0.20022335895427956
EC7NIRSV,0.07708224235767014
JJ23TDTX,0.10278664356446407
IZWY5RYD,0.09963043297801454
TSYCNH93,0.07317131272956101
QSY6Q77W,0.2715981039559232
TOBSGQ3J,0.239848749619407
FKGE6YRE,0.47831577705653544
MGAYPPJE,0.08038034167720709
IJRFUH6V,0.17501823517895435
KX9Y3LCV,0.07035669804818331
2ZDDJYHE,0.8588320448842365
NBMLMYQE,0.07400045927497016
E8XWCECR,0.22125288748644584
5FP4HKBU,0.14250112465057696
FUKFFD3F,0.3248879180227613
8BDSMQUY,0.04995220912652105
39T7KUFC,0.06517939456446116
HZSPWI2U,0.5464383157657602
LEJJKOWC,0.06179121843839154
DR5F2HVS,0.8757872311181942
BJA5TRWJ,0.3743503840626916
NCVH9WFE,0.1308464619684087
ME3XYUC5,0.8568599507507324
VLCHSDHG,0.07206207247698913
59CV3HQQ,0.18572346612963053
JTAEBBQM,0.059373488180381254
OBHDYLE2,0.2919313787525989
EUEGA65T,0.060076595203126526
MO9XWHWE,0.18138831129846347
K3JSVGHE,0.07763620028682038
JFHAQZQM,0.08005643171953647
22IQJE4I,0.8529045894774254
F57YH86H,0.07908431684824652
BPNYWIPI,0.09274588284219296
FJB78783,0.12494342482842083
DIVE6ZUL,0.09976258992736764
YACVPC9M,0.31325182280402125
A3FM9UVE,0.08487159684869794
9NE6ZC2Q,0.14385503952113451
4NHTDBJN,0.13775321052938425
3FH863BT,0.02646798335406718
3UBBVIGN,0.3825514712248853
NNP9TLV2,0.4627203004527325
SA7VUUTE,0.05944985489747823
ROG7ONJG,0.503534606187404
ICEBXJHF,0.12623161020268694
HFTYHFAZ,0.07763184416756494
EC5IQBEK,0.08252180760159562
VQPXGNJV,0.05258333976909155
BNE8WOYV,0.8881862298751857
MKEXSYJN,0.07668649633078758
B2MY2KQE,0.1732402419195196
GZVND3WE,0.42467449153489606
JZ8ASRBZ,0.9867443457100674
UMQWVVHH,0.8810573196735685
MDGISGP7,0.06920525695344948
JMVHKVGP,0.04267150937398717
G5GPWASE,0.5294654448471361
A9H3PMBD,0.07117416918762212
DKEMLQCU,0.8587607137303745
VVPNRFRF,0.9342765401179668
AVIBMJNL,0.25616333527949253
3FNEIWTQ,0.0592759230702944
WMQIVFIH,0.1122009544123869
GUSEEXX5,0.3166215924422796
HZBZ7QMH,0.07018236098522229
KMTZWEXS,0.04390961212324445
62AXBXBL,0.13266135165969933
FW6GESXM,0.046906617519250446
A67RATVB,0.06696385102512548
HUWJHKEG,0.07049153173875576
KCHF33KH,0.16094500712301524
CJUKTB4B,0.1091914283195665
FA8NWHGK,0.09816961765762325
6UZE4NSH,0.7753996384933642
4UUZBMXW,0.24407880437411716
QMRXRYDB,0.04992430359770801
M3A5BVAC,0.9658032882886245
II63YKTB,0.09715914892646241
4OYB27TY,0.2751766770932169
IEN9X6H8,0.15253031939362108
U9VVATUM,0.2884997608713781
SFOYCMRR,0.5932469556735931
O7WYJHA5,0.3712556244314731
STEKRYHT,0.022175460793021767
QSX9J6OF,0.3187877722394851
EVT46GYN,0.046451347234712934
IQHUPR8Z,0.09890517643724399
98WUTF8M,0.02685863854295705
5JUSHPUM,0.07113732273452636
9FMK8FZU,0.04824484934002514
WPWW4JUN,0.5568851477251591
8QUXAAHS,0.12666069979209477
EU8RGIP7,0.08372535898845004
BFT7ZJQO,0.06738012732863541
4EQAO8W3,0.906609632200066
F3RWQSVQ,0.24160145629447405
FUA3S84W,0.07272537341689043
G9WITTNH,0.07411458300798067
TE4CM6N8,0.9925016487833611
L93TY7Q6,0.035158927738575235
MK46HOFS,0.2918878408238731
NSUSAJ7C,0.03620663416140173
ZQXJP6PH,0.18273613591587243
YX6PNVKN,0.06802872729424042
7V7IJDSU,0.29395135578719034
BSDHE7F2,0.4118752219800099
DV5EXZEZ,0.7338679337597397
VDKS85PW,0.3887790098190466
4W48SFHV,0.4845168145078875
ANGVCUXZ,0.07393389969188147
IOST7D8C,0.6422531855777732
HAQAECZX,0.03888359940469539
GAB49KQU,0.8943255660897251
GEBCXWCU,0.1035804544626007
JPT2DAGQ,0.5671160217617497
RXYEGKFP,0.6154955409552603
4R6HCRNW,0.07444518728028943
MWRTSE9B,0.08317004630298624
JAC7FJCA,0.5631597072788834
5DCT43QX,0.03798489933866556
GFZMAKDD,0.08022377352068988
8WVWSZNF,0.08214324225426492
